carat,cut,color,clarity,depth,table,x,y,z,is_over_$1000
0.43,1,6,6,61.4,55,4.86,4.91,3,1
0.43,1,6,6,62,55,4.82,4.85,3,1
0.43,2,6,6,60.3,58,4.87,4.91,2.95,1
0.43,2,6,6,60.9,58,4.88,4.91,2.98,1
0.43,1,6,6,60.5,57,4.86,4.92,2.96,1
0.43,1,7,5,62.1,56,4.85,4.87,3.02,1
0.43,4,6,6,61.3,57,4.85,4.87,2.98,1
0.43,2,6,6,62.2,58,4.78,4.83,2.99,1
0.4,4,1,8,62.9,58,4.68,4.77,2.97,1
0.43,1,7,5,61.6,56,4.85,4.86,2.99,1
0.43,1,7,5,62.1,55,4.83,4.86,3.01,1
0.43,1,7,5,61.9,55,4.85,4.87,3.01,1
0.44,1,6,6,60.3,57,4.92,4.96,2.98,1
0.33,1,1,6,61.6,56,4.44,4.46,2.74,1
0.39,2,1,2,61.1,59,4.74,4.68,2.88,1
0.33,1,1,8,61.9,57,4.45,4.41,2.74,1
0.33,2,1,8,60.8,58,4.49,4.46,2.72,1
0.33,2,7,6,61.8,58,4.43,4.4,2.73,1
0.57,4,2,3,63.3,56,5.28,5.24,3.33,1
0.73,2,5,7,59.3,61,5.88,5.75,3.46,1
0.46,2,1,3,60.2,60,5.01,4.96,3,1
0.3,5,7,8,60.5,57,4.47,4.35,2.67,1
0.46,2,3,8,59.4,60,5.04,5.02,2.99,1
0.34,1,1,6,61.1,56,4.52,4.55,2.77,1
0.58,1,5,1,62.6,57,5.27,5.33,3.32,1
0.3,2,7,8,62.1,59,4.29,4.27,2.66,1
0.54,1,4,1,61.2,56,5.27,5.24,3.21,1
0.56,2,6,1,60,60,5.48,5.42,3.11,1
0.5,4,4,3,63,55,5.05,5.08,3.19,1
0.3,4,5,4,62.1,60,4.26,4.28,2.65,0
0.38,4,3,1,62.7,58,4.57,4.61,2.88,0
0.3,4,5,4,62.8,56,4.24,4.26,2.67,0
0.3,4,5,4,61.7,59,4.29,4.33,2.66,0
0.3,1,5,4,62.3,54,4.27,4.3,2.67,0
0.3,4,5,4,62.9,57,4.25,4.27,2.68,0
0.38,2,3,1,60,59,4.69,4.71,2.82,0
0.3,4,5,4,62.1,61,4.25,4.29,2.65,0
0.3,2,5,4,60.9,60,4.33,4.37,2.65,0
0.3,1,4,3,61,56,4.33,4.37,2.65,0
0.31,2,4,1,59.5,59,4.45,4.39,2.63,0
0.36,4,7,1,63,59,4.49,4.52,2.84,0
0.34,1,3,5,62,54,4.49,4.51,2.79,0
0.33,1,1,4,59.6,57,4.49,4.53,2.69,0
0.31,1,4,3,62.1,53.8,4.33,4.37,2.7,0
0.31,1,3,5,61.9,53.9,4.35,4.38,2.7,0
0.31,1,3,5,62.5,53.4,4.31,4.34,2.7,0
0.31,1,3,5,61.9,54.5,4.33,4.36,2.69,0
0.31,1,3,5,61.3,54,4.39,4.46,2.7,0
0.31,1,3,5,61.7,54.6,4.38,4.39,2.71,0
0.31,3,7,4,63.3,59,4.24,4.29,2.7,0
0.28,1,3,3,62.4,56,4.19,4.22,2.62,0
0.3,1,6,3,62,56,4.29,4.32,2.67,0
0.31,1,3,5,61.9,55,4.35,4.38,2.7,0
0.28,1,3,5,62,56,4.2,4.24,2.62,0
0.3,1,4,5,60.8,57,4.31,4.34,2.63,0
0.35,1,6,4,61.8,55,4.54,4.56,2.81,0
0.41,3,5,7,63.8,57,4.69,4.72,3,0
0.27,4,4,2,62.5,55,4.12,4.16,2.59,0
0.27,4,6,2,61,56,4.19,4.22,2.56,0
0.31,4,1,8,61.5,59,4.34,4.37,2.68,1
0.58,1,5,1,60.9,57,5.4,5.44,3.3,1
0.39,1,6,8,60.6,56,4.73,4.76,2.87,1
0.43,2,1,5,62.3,58,4.82,4.78,2.99,1
0.53,2,3,3,58.5,60,5.37,5.33,3.13,1
0.42,2,7,2,59.6,59,4.96,4.9,2.94,1
0.42,1,7,2,61.7,57,4.82,4.8,2.97,1
0.42,1,7,2,62,55,4.84,4.81,2.99,1
0.59,4,6,1,60.6,56,5.47,5.48,3.32,1
0.5,3,7,4,63.9,56,5.02,4.93,3.18,1
0.52,1,6,1,62.1,56,5.13,5.18,3.2,1
0.36,1,5,8,61.7,55,4.58,4.62,2.84,1
0.73,3,6,7,63.9,55,5.76,5.69,3.65,1
0.51,2,1,1,60.7,56,5.21,5.17,3.15,1
0.34,1,7,6,61.7,56,4.48,4.46,2.76,1
0.34,1,7,6,62.4,55,4.49,4.45,2.79,1
0.34,1,7,6,61.5,56,4.5,4.47,2.76,1
0.34,1,7,6,61.7,57,4.52,4.49,2.78,1
0.51,2,3,2,59.4,60,5.26,5.21,3.11,1
0.38,1,1,5,62.2,54,4.65,4.63,2.89,1
0.38,1,1,6,61.8,56,4.67,4.62,2.87,1
0.39,1,7,2,62.1,56,4.65,4.69,2.9,1
0.56,1,5,1,61.9,55,5.27,5.31,3.28,1
0.56,1,3,4,61.9,57,5.25,5.29,3.26,1
0.56,1,3,4,61.8,54,5.28,5.31,3.27,1
0.38,1,5,8,60.7,57,4.69,4.73,2.86,1
0.38,1,5,8,61.5,56,4.67,4.7,2.88,1
0.38,1,5,8,62.2,54,4.64,4.69,2.9,1
0.57,2,3,5,61.6,58,5.33,5.28,3.27,1
0.5,4,5,4,60.2,62,5.1,5.13,3.08,1
0.39,3,6,8,63.5,56,4.65,4.67,2.96,1
0.55,3,6,4,63.6,61,5.22,5.16,3.3,1
0.41,1,5,6,61.8,54,4.78,4.83,2.97,1
0.58,1,6,1,62.1,54,5.36,5.39,3.34,1
0.45,1,6,2,61.2,56,4.96,4.91,3.02,1
0.42,1,4,8,61,56,4.82,4.79,2.93,1
0.5,4,5,4,61.6,60,5.07,5.1,3.13,1
0.5,4,6,4,62.2,58,5.03,5.07,3.14,1
0.57,4,6,1,59.4,58,5.39,5.42,3.21,1
0.5,3,5,1,62,54.7,5.09,5.12,3.16,1
0.52,1,3,3,61.9,55,5.19,5.21,3.22,1
0.52,1,3,3,61.5,56,5.19,5.21,3.2,1
0.65,1,2,4,62.1,54,5.56,5.59,3.46,1
0.65,1,2,4,61.9,54,5.6,5.62,3.47,1
0.52,1,4,4,61.5,56,5.19,5.22,3.2,1
0.56,1,4,4,61.8,55,5.31,5.34,3.29,1
0.31,1,1,8,61.5,56,4.35,4.4,2.69,1
0.31,1,1,8,62.5,56,4.34,4.37,2.72,1
0.31,1,1,8,63,55,4.34,4.37,2.73,1
0.31,1,1,8,61.8,54,4.36,4.38,2.7,1
0.5,3,4,2,66.1,58,4.87,4.9,3.23,1
0.57,3,1,1,58.5,61,5.4,5.43,3.17,1
0.5,3,5,4,59.6,61,5.12,5.19,3.07,1
0.5,3,5,4,59.6,58,5.1,5.16,3.06,1
0.36,1,5,8,62.2,55,4.62,4.57,2.86,1
0.48,5,1,3,64.9,54,4.94,4.92,3.2,1
0.5,2,7,4,59.1,61,5.18,5.07,3.03,1
0.46,4,6,2,62.7,53,4.93,4.96,3.1,1
0.42,1,1,2,62.3,55,4.76,4.81,2.98,1
0.42,1,1,2,61.8,56,4.78,4.8,2.96,1
0.42,1,1,2,61.3,56,4.81,4.85,2.96,1
0.42,1,4,8,61.9,56,4.79,4.81,2.97,1
0.42,1,4,8,61.7,55,4.82,4.84,2.98,1
0.55,1,3,3,61.3,54,5.28,5.36,3.26,1
0.54,1,3,5,61.9,54,5.24,5.29,3.26,1
0.54,1,3,5,61.6,54,5.26,5.3,3.25,1
0.4,4,1,6,60,58,4.77,4.8,2.87,1
0.4,4,5,8,61.1,57,4.73,4.77,2.9,1
0.59,2,3,4,62.8,59,5.36,5.34,3.36,1
0.5,3,1,4,64,56,5.03,4.9,3.18,1
0.57,3,4,4,63.1,54,5.28,5.3,3.34,1
0.57,2,4,4,59.3,58,5.4,5.46,3.22,1
0.43,1,4,3,62.5,56,4.81,4.85,3.02,1
0.53,1,2,5,61.4,55.2,5.2,5.22,3.2,1
0.43,1,3,5,61.8,55,4.88,4.9,3.02,1
0.43,1,3,5,62.4,56,4.81,4.84,3.01,1
0.38,1,5,8,62.2,54,4.65,4.68,2.9,1
0.6,2,4,4,60.1,61,5.43,5.39,3.25,1
0.53,4,6,4,61,55,5.21,5.32,3.21,1
0.58,4,4,4,61.8,56,5.34,5.38,3.31,1
0.38,1,4,6,60.7,55,4.71,4.74,2.87,1
0.52,2,4,4,62.6,55,5.16,5.12,3.22,1
0.52,4,4,4,63.1,57,5.14,5.09,3.23,1
0.52,2,5,1,61.7,58,5.16,5.12,3.17,1
0.65,2,3,1,60.7,58,5.65,5.62,3.42,1
0.5,2,4,4,62.1,60,5.06,5.02,3.13,1
0.43,4,4,6,60.2,55,4.92,4.95,2.97,1
0.5,4,5,4,63.2,57,5.03,5.06,3.19,1
0.4,4,6,8,61.2,57,4.77,4.79,2.92,1
0.51,4,6,4,63,53,5.1,5.13,3.22,1
0.51,3,6,4,63.6,55,5.03,5.06,3.21,1
0.51,3,5,4,63.1,54,5.06,5.12,3.21,1
0.51,4,6,4,60.3,61,5.12,5.19,3.11,1
0.51,2,6,4,62.4,58,5.07,5.13,3.18,1
0.51,3,5,4,63.6,56,5.08,5.11,3.24,1
0.51,3,5,4,63.8,56,5.04,5.08,3.23,1
0.5,1,3,3,61.6,54,5.11,5.14,3.16,1
0.53,1,5,1,60.9,55,5.26,5.29,3.21,1
0.41,1,1,6,61.4,57,4.77,4.8,2.94,1
0.59,1,5,1,59.5,57,5.5,5.54,3.28,1
0.55,1,1,1,62,56,5.27,5.31,3.28,1
0.46,1,2,8,61.8,56,4.98,4.95,3.07,1
0.42,1,5,2,61.6,56,4.85,4.83,2.98,1
0.42,2,5,2,59.6,59,4.86,4.83,2.89,1
0.42,1,5,2,62.1,55,4.81,4.79,2.98,1
0.42,1,5,2,62.2,56,4.82,4.79,2.99,1
0.42,1,5,2,61.3,57,4.82,4.8,2.95,1
0.42,1,5,2,61.1,57,4.84,4.82,2.95,1
0.42,1,5,2,60.6,57,4.85,4.82,2.93,1
0.42,1,5,2,61.7,57,4.81,4.78,2.96,1
0.42,2,5,2,61.7,59,4.82,4.78,2.96,1
0.47,2,4,5,61.8,58,4.99,4.94,3.07,1
0.42,2,5,2,60.3,59,4.86,4.83,2.92,1
0.5,4,1,4,62.6,56,5.06,5.07,3.17,1
0.51,1,4,4,61.6,55,5.14,5.18,3.18,1
0.53,1,1,1,60.9,57,5.21,5.23,3.18,1
0.42,1,7,2,61.7,53,4.85,4.87,3,1
0.42,1,5,6,62.2,53,4.81,4.83,3,1
0.42,1,5,6,61.5,56,4.85,4.87,2.99,1
0.52,1,4,4,61,56,5.2,5.23,3.18,1
0.52,1,5,4,62.2,54,5.19,5.23,3.24,1
0.52,1,5,4,62,53,5.16,5.2,3.21,1
0.5,3,5,4,62.5,60,5.07,5.11,3.18,1
0.55,4,3,3,61,57,5.31,5.32,3.24,1
0.56,1,2,3,62,56,5.27,5.31,3.28,1
0.4,4,5,6,63.3,57,4.7,4.68,2.97,1
0.53,3,1,4,63.6,56,5.19,5.1,3.27,1
0.38,4,7,2,59.1,59.9,4.71,4.75,2.79,1
0.49,2,6,3,61,59,5.13,5.06,3.11,1
0.56,2,5,1,59.1,58,5.44,5.38,3.2,1
0.5,5,5,3,64.9,58,4.99,4.9,3.21,1
0.47,4,5,3,59.6,58.1,5.07,5.11,3.03,1
0.53,3,7,1,63.9,55,5.1,5.14,3.27,1
0.53,4,7,1,59.3,61,5.26,5.29,3.13,1
0.47,1,5,3,60.7,56.1,5.02,5.08,3.07,1
0.4,1,7,3,61.6,55,4.75,4.79,2.94,1
0.53,1,4,4,62.4,59,5.18,5.21,3.24,1
0.47,3,6,3,60.1,60.3,5.02,5.07,3.03,1
0.55,2,6,4,60.7,56,5.38,5.32,3.25,1
0.52,1,5,1,60.9,57,5.22,5.2,3.17,1
0.58,2,5,1,63,56,5.34,5.26,3.34,1
0.52,4,5,4,62.3,55,5.14,5.17,3.21,1
0.46,1,4,6,62.3,54,4.96,4.99,3.1,1
0.58,1,2,4,62.1,55,5.31,5.39,3.32,1
0.54,1,4,4,62.5,53,5.22,5.25,3.27,1
0.51,4,4,4,63.4,57,5.09,5.06,3.22,1
0.51,3,4,4,63.7,56,5.1,5.07,3.24,1
0.53,4,1,1,63.4,56,5.18,5.16,3.28,1
0.53,4,1,1,63.2,54,5.19,5.16,3.27,1
0.53,2,1,1,60.5,60,5.24,5.21,3.16,1
0.38,2,6,8,62.5,60,4.64,4.61,2.89,1
0.51,2,5,1,61.1,59,5.15,5.09,3.13,1
0.45,5,4,2,65.8,56,4.82,4.7,3.13,1
0.41,3,1,6,64.1,55,4.68,4.71,3.01,1
0.57,2,1,1,61,60,5.32,5.36,3.26,1
0.42,1,5,5,61.6,55,4.84,4.87,2.99,1
0.55,1,6,1,61.8,55,5.27,5.32,3.27,1
0.59,1,2,4,61.3,57,5.37,5.4,3.3,1
0.48,3,6,5,58.2,59.2,5.09,5.14,2.98,1
0.46,3,5,5,59.2,63,5,5.03,2.97,1
0.61,1,6,1,59.5,57,5.55,5.51,3.29,1
0.59,5,3,5,64.4,59,5.29,5.21,3.38,1
0.4,4,6,8,61.4,54,4.76,4.79,2.93,1
0.36,2,1,8,59.4,61,4.69,4.61,2.76,1
0.54,2,2,2,58.2,62,5.37,5.31,3.11,1
0.53,1,1,1,61.2,55,5.23,5.26,3.21,1
0.53,1,1,1,60.8,57,5.23,5.26,3.19,1
0.4,1,6,8,62,56,4.73,4.76,2.94,1
0.4,1,6,8,61.8,55,4.76,4.79,2.95,1
0.4,1,6,8,61.7,57,4.7,4.73,2.91,1
0.4,1,6,8,61.2,56,4.76,4.81,2.93,1
0.4,1,6,8,62.3,55,4.74,4.76,2.96,1
0.4,1,6,8,61.1,58,4.72,4.74,2.89,1
0.38,1,5,8,62.2,54,4.68,4.71,2.92,1
0.52,1,1,1,62.9,56,5.15,5.12,3.23,1
0.52,3,1,1,63.7,56,5.15,5.12,3.27,1
0.52,2,1,1,61.8,54,5.18,5.15,3.19,1
0.45,2,5,5,62.1,59,4.85,4.81,3,1
0.59,2,1,1,61.4,59,5.4,5.32,3.29,1
0.56,4,4,4,59.9,60,5.3,5.35,3.19,1
0.41,2,6,6,60,59,4.84,4.83,2.9,1
0.41,1,6,6,62.1,55,4.79,4.74,2.96,1
0.41,1,6,6,61.8,55,4.78,4.76,2.95,1
0.41,1,6,6,61.7,55,4.79,4.77,2.95,1
0.41,1,6,6,62,56,4.8,4.78,2.97,1
0.41,2,6,6,59.9,59,4.83,4.79,2.88,1
0.41,2,6,6,61,61,4.75,4.72,2.89,1
0.41,2,6,6,60.3,60,4.78,4.74,2.87,1
0.41,1,7,5,61.3,54,4.83,4.8,2.95,1
0.41,1,7,5,61.8,57,4.8,4.75,2.95,1
0.41,1,7,5,62.1,56,4.8,4.77,2.97,1
0.41,1,7,5,61,57,4.82,4.78,2.93,1
0.41,1,7,5,62.9,57,4.75,4.73,2.98,1
0.41,1,7,5,62.8,57,4.76,4.73,2.98,1
0.5,4,7,4,62.5,58,5.06,4.98,3.14,1
0.5,2,5,4,61.7,57,5.09,5.06,3.13,1
0.5,3,5,4,57.9,62,5.21,5.18,3.01,1
0.41,2,1,2,60.9,56,4.84,4.78,2.93,1
0.56,2,2,3,60.9,60,5.33,5.27,3.23,1
0.56,4,2,3,60.6,57,5.35,5.38,3.25,1
0.52,4,6,4,61.9,59,5.08,5.13,3.16,1
0.39,2,5,6,59.7,58,4.73,4.75,2.83,1
0.39,1,7,2,61.8,57,4.67,4.71,2.9,1
0.39,4,7,2,63,57,4.65,4.69,2.94,1
0.39,4,7,2,62.9,58,4.62,4.66,2.92,1
0.39,4,5,6,62.7,57,4.64,4.68,2.92,1
0.39,2,7,2,61.1,60,4.66,4.7,2.86,1
0.52,1,3,3,61.9,58,5.14,5.17,3.19,1
0.52,1,1,1,60.9,56,5.2,5.23,3.17,1
0.52,1,5,4,61.5,57,5.12,5.16,3.16,1
0.5,1,5,4,60.1,56,5.19,5.22,3.13,1
0.5,3,1,4,64.6,54,4.95,5.05,3.23,1
0.51,3,7,1,64.2,56,5.05,5.02,3.23,1
0.44,2,7,5,60.2,59,4.93,4.91,2.96,1
0.8,5,1,7,65.5,54,5.84,5.68,3.78,1
0.41,4,1,2,59.9,60,4.8,4.82,2.88,1
0.37,1,7,6,62,56,4.59,4.6,2.85,1
0.42,1,5,6,62,55,4.8,4.84,2.99,1
0.61,1,2,3,59.7,59,5.54,5.47,3.29,1
0.58,2,2,3,59.5,62,5.44,5.41,3.23,1
0.62,2,5,1,59.1,58,5.6,5.57,3.3,1
0.58,4,1,1,63.1,58,5.29,5.32,3.35,1
0.58,1,1,1,62.7,56,5.29,5.34,3.33,1
0.51,5,4,5,55.5,64,5.44,5.4,3.01,1
0.43,2,7,3,60,59,4.93,4.91,2.95,1
0.5,5,6,5,66.5,58,4.99,4.9,3.29,1
0.57,4,2,1,59.9,60,5.36,5.43,3.23,1
0.57,4,5,1,60.1,56,5.4,5.42,3.25,1
0.5,4,1,1,61.6,58,5.08,5.11,3.14,1
0.54,4,4,4,61.6,56,5.21,5.24,3.22,1
0.44,1,7,5,62.3,55,4.85,4.88,3.03,1
0.44,2,6,6,60.9,59,4.9,4.96,3,1
0.44,1,6,6,61.6,56,4.88,4.9,3.01,1
0.44,1,6,6,61.8,55,4.86,4.91,3.02,1
0.44,1,7,5,61.3,56,4.87,4.92,3,1
0.44,1,7,5,61.6,56,4.85,4.92,3.01,1
0.44,1,7,5,61.1,56,4.91,4.95,3.01,1
0.44,1,7,5,62.3,55,4.84,4.88,3.03,1
0.55,4,3,3,58.5,62.2,5.39,5.4,3.16,1
0.32,2,5,6,60.7,58,4.4,4.43,2.68,1
0.43,1,5,5,61.4,56,4.87,4.9,3,1
0.54,1,5,1,60.8,56,5.26,5.34,3.22,1
0.42,1,6,6,61.2,56,4.86,4.85,2.97,1
0.42,2,6,6,59.8,58,4.88,4.85,2.91,1
0.42,1,6,6,60.6,56,4.88,4.86,2.95,1
0.42,2,6,6,59.3,59,4.92,4.9,2.91,1
0.42,1,6,6,61.6,55,4.87,4.81,2.98,1
0.42,2,6,6,60.2,59,4.84,4.82,2.91,1
0.42,1,6,6,61.6,55,4.85,4.82,2.98,1
0.42,1,6,6,61.1,56,4.87,4.82,2.96,1
0.42,1,6,6,60,57,4.86,4.84,2.91,1
0.42,2,6,6,62.7,58,4.79,4.74,2.99,1
0.42,3,6,6,63.6,55,4.78,4.75,3.03,1
0.42,1,6,6,61.2,57,4.82,4.78,2.94,1
0.42,1,6,6,61.7,55,4.84,4.78,2.97,1
0.42,1,6,6,61.4,56,4.83,4.81,2.96,1
0.42,1,6,6,62,56,4.84,4.81,2.99,1
0.42,1,7,5,62.1,56,4.82,4.78,2.98,1
0.42,1,7,5,61.5,54,4.84,4.79,2.96,1
0.42,2,7,5,60.8,59,4.85,4.79,2.93,1
0.42,1,7,5,61.1,57,4.84,4.81,2.95,1
0.42,2,7,5,60.8,60,4.87,4.84,2.95,1
0.5,3,7,4,63.7,57,5.01,4.94,3.17,1
0.52,2,6,1,61.4,56,5.27,5.18,3.2,1
0.5,3,7,4,64.1,56,5.03,4.98,3.21,1
0.5,2,7,4,60.7,59,5.11,5.04,3.08,1
0.5,3,7,4,57.2,60,5.25,5.2,2.99,1
0.63,5,4,1,64.7,61,5.33,5.27,3.43,1
0.7,4,3,7,63.2,59,5.62,5.59,3.54,1
0.42,1,6,6,61.1,56,4.84,4.82,2.95,1
0.4,4,5,6,58.9,59,4.81,4.84,2.84,1
0.53,1,3,3,62,55,5.16,5.19,3.21,1
0.53,1,4,4,62.5,56,5.15,5.19,3.23,1
0.41,1,5,6,62.3,56,4.79,4.77,2.98,1
0.5,4,6,4,62.1,59,5.09,5.12,3.17,1
0.5,4,6,4,62.8,56,5.05,5.08,3.18,1
0.51,4,6,4,61.4,54,5.2,5.22,3.2,1
0.53,4,6,4,61.2,55,5.21,5.34,3.23,1
0.52,4,7,4,62,60,5.18,5.11,3.19,1
0.54,2,5,4,61.8,60,5.2,5.22,3.22,1
0.56,1,3,3,62.1,54,5.3,5.33,3.3,1
0.5,1,6,4,61.7,57,5.06,5.08,3.13,1
0.51,1,6,4,61.7,54,5.14,5.2,3.19,1
0.51,5,1,4,64.8,58,5.07,5.02,3.27,1
0.51,2,1,4,62.6,60,5.13,5.06,3.2,1
0.51,4,7,4,63.4,59,5.07,5.02,3.2,1
0.5,2,1,4,61.4,62,5.1,5.07,3.12,1
0.55,2,5,4,62.1,62,5.22,5.18,3.23,1
0.43,2,7,2,59.5,59,4.97,4.95,2.95,1
0.55,4,1,1,62.5,54,5.21,5.25,3.27,1
0.41,1,6,2,61.9,55,4.77,4.79,2.96,1
0.42,4,7,6,62.4,55,4.79,4.82,3,1
0.55,1,2,6,62.4,54,5.25,5.29,3.29,1
0.52,1,4,3,61.7,54,5.18,5.22,3.21,1
0.55,1,3,5,62.2,55,5.26,5.29,3.28,1
0.6,1,4,1,61.9,55,5.43,5.46,3.37,1
0.5,5,6,3,65.1,56,5.02,4.99,3.26,1
0.5,2,1,4,62.4,60,4.98,4.96,3.1,1
0.5,4,1,4,61.4,63,5.1,5.06,3.12,1
0.44,2,1,5,60.7,58,4.91,4.88,2.97,1
0.25,4,7,5,62.6,58,4.05,4.07,2.54,0
0.25,4,7,5,60.8,60,4.07,4.09,2.48,0
0.25,4,7,5,60,63,4.05,4.08,2.44,0
0.32,4,6,1,60.7,61,4.42,4.47,2.7,0
0.32,4,3,4,62.4,58,4.42,4.46,2.77,0
0.3,4,4,4,62.4,58,4.23,4.29,2.66,0
0.3,1,3,3,62.1,58,4.27,4.29,2.66,0
0.3,1,4,4,61.9,54,4.33,4.36,2.69,0
0.23,4,4,2,59.2,61,4,4.04,2.38,0
0.32,4,2,4,62.3,57,4.33,4.44,2.73,0
0.31,2,4,1,59.5,59,4.39,4.45,2.63,0
0.23,4,6,5,62.2,55,3.93,3.95,2.45,0
0.24,4,6,5,61.2,56,4,4.03,2.46,0
0.24,4,6,5,62.4,56,3.99,4.03,2.5,0
0.23,4,1,5,62.8,55,3.88,3.9,2.44,0
0.24,1,4,3,61.1,56,3.99,4.03,2.45,0
0.32,1,3,1,61.9,56,4.38,4.41,2.72,0
0.32,1,3,1,61,56,4.43,4.45,2.71,0
0.31,1,6,1,62,55,4.34,4.37,2.7,0
0.3,3,3,4,64.1,57,4.25,4.3,2.74,0
0.24,4,5,5,62.9,59,3.95,3.97,2.49,0
0.24,4,5,5,59.3,57,4.07,4.12,2.43,0
0.27,1,4,4,61.6,57,4.13,4.15,2.55,0
0.3,4,4,4,58.7,63,4.32,4.37,2.55,0
0.32,1,2,3,62.2,57,4.36,4.38,2.72,0
0.32,4,2,3,60,61,4.45,4.49,2.68,0
0.3,4,1,1,58.8,60,4.39,4.42,2.59,0
0.32,2,2,3,61.9,58,4.35,4.38,2.7,0
0.32,2,2,3,61.9,59,4.35,4.38,2.7,0
0.32,3,4,1,63.2,55,4.34,4.36,2.75,0
0.27,4,6,2,62.4,56,4.13,4.16,2.58,0
0.27,4,6,2,62.1,56,4.14,4.18,2.58,0
0.27,4,6,2,62,56,4.14,4.17,2.57,0
0.27,4,4,6,61.2,57,4.15,4.18,2.55,0
0.24,4,6,6,61.7,56,3.98,4.02,2.46,0
0.29,4,5,5,59.1,60,4.33,4.36,2.57,0
0.29,4,5,5,63,55,4.24,4.27,2.68,0
0.29,4,5,5,61.2,58,4.24,4.29,2.61,0
0.29,4,1,5,61.7,58,4.23,4.29,2.63,0
0.29,4,1,5,58.9,56,4.35,4.37,2.57,0
0.29,4,1,5,61.8,59,4.21,4.27,2.62,0
0.24,1,4,2,61.5,57,4,4.03,2.47,0
0.34,1,2,6,62.1,54.2,4.48,4.51,2.79,0
0.24,1,4,6,60.7,57,4.02,4.05,2.44,0
0.24,1,4,6,61.5,55,3.99,4.02,2.46,0
0.29,1,5,3,61.6,56,4.28,4.32,2.65,0
0.24,1,4,8,62.5,54,3.97,4,2.49,0
0.24,1,4,8,62.1,57,4,4.04,2.5,0
0.24,1,4,8,61.8,54,3.99,4.03,2.47,0
0.29,3,5,5,64.4,54,4.21,4.24,2.72,0
0.32,2,4,1,60.4,59,4.42,4.39,2.66,0
0.32,4,4,1,63.2,55,4.36,4.34,2.75,0
0.3,4,4,4,58.7,63,4.37,4.32,2.55,0
0.32,1,2,3,62.9,56,4.4,4.37,2.76,0
0.32,1,2,3,62.1,54,4.44,4.38,2.74,0
0.32,2,2,3,60,61,4.49,4.45,2.68,0
0.32,1,2,3,62.2,57,4.38,4.36,2.72,0
0.32,2,2,3,61.9,58,4.38,4.35,2.7,0
0.32,2,2,3,61.9,59,4.38,4.35,2.7,0
0.3,2,1,1,58.8,60,4.42,4.39,2.59,0
0.4,1,4,8,62.7,57,4.7,4.68,2.94,1
0.4,1,1,2,61.8,56,4.77,4.74,2.94,1
0.4,1,1,2,61.8,55,4.78,4.74,2.94,1
0.4,1,1,2,61.5,56,4.79,4.74,2.93,1
0.4,1,1,2,61.7,56,4.77,4.73,2.93,1
0.4,1,1,2,62.1,55,4.76,4.74,2.95,1
0.4,1,1,2,62.2,56,4.78,4.71,2.95,1
0.5,5,1,4,61.7,68,5.09,5.03,3.12,1
0.4,1,1,2,61.7,55,4.76,4.74,2.93,1
0.44,3,7,3,60.6,64,4.97,4.89,2.99,1
0.5,5,7,4,64.6,61,5.05,4.95,3.23,1
0.4,1,1,2,62.1,56,4.73,4.7,2.93,1
0.59,4,4,4,61.8,56,5.39,5.43,3.35,1
0.58,4,4,4,62.1,55,5.35,5.38,3.33,1
0.58,4,4,4,59.7,57,5.41,5.47,3.25,1
0.58,1,5,1,62,57,5.32,5.35,3.31,1
0.5,1,7,1,62.5,55,5.07,5.14,3.19,1
0.5,1,7,1,62.4,56,5.06,5.1,3.17,1
0.58,4,4,4,58.4,59,5.48,5.51,3.21,1
0.5,3,4,3,56.3,65,5.21,5.24,2.94,1
0.5,1,7,1,61.6,57,5.1,5.13,3.15,1
0.54,1,2,6,62.2,54,5.23,5.25,3.26,1
0.4,1,6,8,63.1,54,4.69,4.73,2.97,1
0.4,1,6,8,61.8,55,4.75,4.79,2.95,1
0.51,4,1,1,63.3,56,5.12,5.08,3.23,1
0.61,3,3,3,63.7,60,5.34,5.28,3.38,1
0.31,1,1,8,60.4,56,4.43,4.38,2.66,1
0.4,1,3,2,62,56,4.74,4.77,2.95,1
0.4,1,3,2,61.4,56,4.76,4.79,2.93,1
0.46,1,7,3,62.4,56,4.95,4.98,3.1,1
0.4,1,6,3,61.1,56,4.74,4.78,2.91,1
0.4,1,6,3,62,56,4.73,4.78,2.95,1
0.54,1,2,5,61,56.1,5.25,5.28,3.21,1
0.33,1,5,8,60.8,55,4.49,4.53,2.74,1
0.33,1,5,8,61.2,56,4.47,4.49,2.74,1
0.33,1,5,8,61.3,55,4.47,4.5,2.75,1
0.33,1,5,8,61.2,56,4.47,4.49,2.74,1
0.5,1,1,1,62.4,57,5.07,5.03,3.15,1
0.5,1,1,1,62.5,57,5.07,5.04,3.16,1
0.54,4,4,4,63.3,57,5.22,5.15,3.28,1
0.54,1,4,4,62.2,56,5.26,5.19,3.25,1
0.54,2,4,4,61,58,5.27,5.23,3.2,1
0.54,1,4,4,61,56,5.28,5.24,3.21,1
0.54,1,5,1,61.1,56,5.26,5.22,3.2,1
0.54,2,5,1,59.6,60,5.28,5.25,3.14,1
0.5,2,1,1,61.4,58,5.11,5.09,3.13,1
0.5,1,1,1,61.4,57,5.14,5.09,3.14,1
0.5,2,1,1,59.5,59,5.19,5.16,3.08,1
0.5,2,1,1,61.7,58,5.12,5.06,3.14,1
0.5,2,1,1,61.3,56,5.13,5.08,3.13,1
